Frame,Donor,Acceptor,Distance
0,613,536,2.4718888781732162
0,612,537,2.5395628459086352
0,615,538,2.5875225097436423
0,614,539,2.561692184235321
0,212,576,2.4106713154396484
0,213,577,2.480199876494365
0,214,578,2.4679775543802505
0,215,579,2.4754515106230306
0,618,216,2.6397694845911115
0,619,217,2.733456734404531
0,616,218,2.6486729445003956
0,617,219,2.8469640887298677
0,576,570,2.572937673199532
0,577,571,2.5593208466830806
0,578,568,2.7115074704071285
0,579,569,2.7520376014670944
0,580,604,3.0429755999800894
0,581,605,2.739191833892655
0,582,606,2.734018551231148
0,583,607,3.181190717580191
0,580,588,2.7392348486698785
0,581,589,2.8881147309560222
0,582,590,2.8568532803087674
0,583,591,2.606948859419439
0,584,274,2.7549674487507163
0,585,275,2.8377644416356254
0,586,272,2.785201262052238
0,587,273,2.6782234310677597
0,588,261,2.6493306406650996
0,589,260,3.0563060409520677
0,591,262,2.6815622786688147
0,592,620,2.5570434022169386
0,593,621,2.616588716201491
0,594,622,2.6663992978718847
0,595,623,2.6452109127715513
0,592,605,3.143650262655693
0,593,604,2.9713910015415888
0,595,606,2.952215548055161
0,596,525,2.7167122611655845
0,597,524,2.8662696457018333
0,598,527,2.9666784944720086
0,599,526,2.817895868823193
0,600,594,2.491003047065795
0,601,595,2.449662246522639
0,602,592,2.56145611132356
0,603,593,2.4898766171476336
0,600,252,2.901266174439703
0,601,253,2.8581718255331547
0,602,254,2.9093460299392997
0,603,255,3.23119487478107
0,604,610,2.8810007380335327
0,605,611,2.8067560513856
0,606,608,2.8279646552437563
0,607,609,2.8250099711259486
0,608,489,2.748325083411571
0,608,201,2.7976132401833755
0,609,488,2.685621440484346
0,610,491,2.6456982626958365
0,611,490,2.6647602447141683
0,610,284,2.9935217409507042
0,612,608,2.506921650238506
0,613,609,2.5389009825465707
0,614,610,2.6527882361062827
0,615,611,2.670682772914251
0,612,596,2.5894950008617657
0,613,597,2.615859919889897
0,614,598,2.652456589276024
0,615,599,2.4445425323262384
0,600,616,2.4060309597171377
0,617,601,2.4744022526906706
0,618,602,2.3655805701709687
0,619,603,2.44779656647289
0,616,584,2.554574403982039
0,617,585,2.621387833852391
0,618,586,2.6046195896639786
0,619,587,2.664045949125993
0,620,581,2.672536428109113
0,621,580,2.7127164383946702
0,622,583,2.5214133147051063
0,623,582,2.7277672220539504
0,620,244,2.9940218340487132
0,621,245,3.0489840035114972
0,622,246,3.1942454569682885
1,613,536,2.5726161685945335
1,612,489,2.722639675554623
1,615,538,2.5073550953793453
1,614,539,2.6640169873237496
1,509,596,2.588699475143633
1,576,620,2.5274401469881487
1,578,214,2.4940823561434904
1,579,569,2.6991871730715213
1,618,216,2.431077590354208
1,619,255,2.979861911376735
1,616,562,2.910871223357133
1,617,411,2.5847588221916222
1,513,596,2.801468769699811
1,589,268,2.4267387690492286
1,591,522,2.6808254861760874
1,271,590,2.423233973161962
1,576,605,2.5420631556630773
1,580,577,2.4100609730019653
1,578,607,2.467923491531127
1,623,579,2.5775209481423342
1,576,276,2.7052305442497984
1,577,571,2.7500877904666163
1,578,594,2.7451295069160966
1,579,606,2.6625805028933662
1,580,604,2.5260561460977073
1,581,260,2.90030077022986
1,582,231,2.9359512165316968
1,583,486,2.90778097878934
1,580,588,2.45188257336379
1,581,516,2.7908063487007126
1,587,217,2.867753994019587
1,584,462,2.7949957576717104
1,585,520,2.7233781705546534
1,586,556,2.9523480314366255
1,588,245,2.9057779915862354
1,589,586,2.5922568356533913
1,590,523,2.9779221964379325
1,591,622,2.388172615985994
1,589,581,2.5478793031020213
1,590,582,2.5294147907515896
1,591,270,2.6359807139507048
1,592,586,2.856481053891531
1,593,621,2.604999734162954
1,594,584,3.0565213131417974
1,595,257,2.7718964070068863
1,592,244,2.9853846860111513
1,593,571,2.86020019244108
1,594,246,2.860665134161932
1,595,537,2.6035174171678714
1,596,485,2.8856353943805937
1,597,237,3.2542176082190517
1,597,524,3.1310434191797034
1,599,620,2.715942002924237
1,599,474,2.6830437648767878
1,600,594,2.658228384483036
1,601,219,2.6583654790640217
1,602,554,3.081929958031362
1,603,593,2.467219908961222
1,600,504,2.448096243642342
1,602,599,2.9358905096885
1,603,459,2.9359756514501485
1,604,485,3.122688624104504
1,605,611,2.9616874017485153
1,606,457,2.8461856590247496
1,607,568,2.8598032089828735
1,604,593,2.773188761665141
1,605,196,2.813309625416098
1,607,583,2.660642300317422
1,609,488,3.1222668576187016
1,610,491,2.6666068258429982
1,608,579,2.628535648046787
1,609,583,2.8022979775866426
1,611,490,2.7090626444290082
1,612,608,2.5249836918968
1,613,609,2.473008834680559
1,614,610,2.510992507798615
1,615,611,2.718762539776295
1,612,595,2.527926917178899
1,613,597,2.6496385918632708
1,614,598,2.5072532354890975
1,615,599,2.5382848096301256
1,600,616,2.536544091850175
1,617,601,2.5309968757639782
1,618,602,2.6298922355536263
1,603,619,2.3775874575924876
1,617,585,2.641765889106334
1,618,592,2.6794962616929237
1,619,587,2.6137512874364317
1,620,592,2.948541352972764
1,621,587,2.770008045022605
1,622,230,2.8737846182689166
1,620,212,2.63254352947675
1,621,213,3.1464832506899936
1,622,584,2.8948186775343623
1,215,623,2.367816269812482
2,613,200,2.809982176750595
2,612,537,2.534589473343298
2,615,538,2.4650281319302563
2,614,259,2.7040638486206037
2,596,413,2.4125663083605655
2,620,576,3.0243596156145753
2,577,604,2.441173554564511
2,579,569,2.480566479617695
2,216,618,2.421099174119738
2,617,411,2.5293372549812956
2,596,417,2.8242548667538974
2,619,515,2.6216908803136256
2,589,520,2.7669621207125403
2,591,534,3.164257311458282
2,271,590,2.4171979030014668
2,576,276,2.790574516937617
2,580,192,2.9823948519495267
2,607,578,2.5383881271873503
2,623,215,2.6090697061179853
2,576,611,3.0452489181634745
2,577,221,2.505250322954566
2,578,214,2.6646196301774445
2,579,606,2.86489423420657
2,581,605,2.738909824907833
2,582,523,2.8224751127782524
2,583,486,2.6524653408844743
2,581,516,3.1133396452644218
2,582,395,2.867324888755145
2,584,230,2.812150117125559
2,585,425,2.8734707109794564
2,586,580,2.9116845794861264
2,587,217,3.070990101551578
2,585,392,2.6591911471811684
2,586,532,2.995692839792531
2,587,507,2.6776928920466156
2,621,588,2.4142293913552306
2,589,586,2.5632212365649845
2,622,591,2.503508820424994
2,588,245,2.5747269940548296
2,589,581,2.5604466375368644
2,590,582,2.5937202544300604
2,592,581,2.8817129159151653
2,593,277,2.9503607903282996
2,594,609,2.7726358850777237
2,595,257,2.711017336372005
2,593,610,2.891299165264044
2,594,578,2.631136402717493
2,596,389,2.4285661154880764
2,598,238,2.5837405598545704
2,599,570,2.7311497513334184
2,597,256,2.4091200970337927
2,598,546,2.843857355857371
2,599,458,3.142001034746808
2,600,594,2.4833946966329576
2,601,219,2.557484558219786
2,602,599,2.9322668679662054
2,603,593,2.540969099565346
2,600,552,2.925247089262673
2,600,252,3.056582933162471
2,602,554,3.1827572591813964
2,603,475,2.559368223135077
2,604,580,2.8078123818989096
2,605,528,2.8206805366470333
2,606,457,3.0893078547250075
2,607,568,2.8230204379882005
2,605,576,2.703262089521341
2,606,595,2.85540981605353
2,607,583,2.3528258024499693
2,608,489,2.722875324413005
2,609,456,2.9927911653217985
2,610,491,3.0386652100754246
2,611,490,2.947499025633054
2,609,568,3.25345007668344
2,610,203,2.5912385938119926
2,610,539,3.0443968001513273
2,612,608,2.4618762562477223
2,613,609,2.9568041486062735
2,614,610,2.5448981977338656
2,615,611,2.7583578420133845
2,612,595,2.5595480545295217
2,613,597,2.422257595886576
2,614,598,2.479278420508725
2,615,599,2.6015205434157957
2,600,616,2.5972149800909023
2,617,601,2.599342207311766
2,618,602,2.821614271970035
2,603,459,2.65366763780812
2,616,504,2.784387743623765
2,617,585,2.4873728715846797
2,618,592,3.128265296513921
2,267,619,2.5579733834732608
2,620,592,2.738496276084346
2,621,587,2.4976448090894796
2,622,522,2.4621017690154794
2,579,623,2.4097807499444075
2,212,620,2.5645867309496304
2,621,213,2.734521077425563
2,622,584,2.5485027854553954
3,613,200,2.7534025403736124
3,612,201,2.9054276986895085
3,615,538,2.5954226947377235
3,614,259,2.518078411783167
3,596,413,2.4377488352385916
3,620,576,2.410201512272852
3,604,577,2.4486922033975347
3,579,569,2.5473519126069406
3,618,599,2.7596601713194886
3,617,553,2.8898805040386693
3,596,417,2.9540541468927812
3,619,515,2.964802804393251
3,589,228,2.9625898134216055
3,591,534,2.8313892890207986
3,576,605,2.649789175326398
3,580,586,3.2308851390784588
3,607,578,2.6128312024102063
3,576,276,2.8726273527549755
3,577,221,2.365933769074673
3,578,214,2.584916423444797
3,579,606,2.4163203407215534
3,580,192,2.9989753114751467
3,581,605,2.8372722534872237
3,582,523,2.6718679982352382
3,583,198,2.5836627559699332
3,581,260,2.9866708732155756
3,582,408,2.643576167842906
3,584,230,3.1028520331751053
3,585,623,2.696225944182128
3,587,217,2.5323949231275367
3,585,505,2.6378713842819796
3,268,586,2.7053189248804776
3,587,507,2.452650965777739
3,621,588,2.436682878562905
3,586,589,2.5893005638446396
3,622,591,2.5065816575449165
3,588,245,2.7761577239929007
3,589,581,2.6512756293291875
3,582,590,2.4303424734980377
3,592,589,2.6097522323075437
3,593,610,2.8115145996875355
3,594,609,3.0226922377862038
3,592,244,3.0543604808381626
3,593,277,2.71145089992245
3,594,578,2.7906225740896806
3,595,257,2.5848560094506565
3,596,389,2.803369716010009
3,599,576,3.090884992733322
3,597,256,2.6823943922329008
3,598,238,2.800549660614202
3,599,474,2.88393928268251
3,600,594,2.604019597568272
3,601,513,2.577442963770631
3,602,506,2.3974775444987753
3,603,593,2.3935893282994054
3,600,552,2.972096675580864
3,602,216,2.8537148199732276
3,603,475,2.4982122210085156
3,604,580,2.441904869818302
3,605,611,2.6720265263000167
3,606,457,2.5932589064232725
3,607,278,2.7044005666654316
3,605,196,2.603521191813332
3,606,537,2.9534047689289773
3,607,583,2.49824149598507
3,608,286,2.8878712490020955
3,609,456,2.7195981632458195
3,609,568,2.7743839572684914
3,610,203,2.657862273080553
3,611,202,3.051746149232542
3,612,608,2.4921026181272885
3,613,609,2.5380858091064007
3,614,610,2.8129328481450986
3,615,611,2.5729056989279524
3,612,595,2.4206043828567845
3,613,597,2.558363855692199
3,614,598,2.4265296878476867
3,615,599,2.4311567351242123
3,616,600,2.393715072450526
3,617,601,2.4963905552813523
3,602,618,2.3682121700661187
3,603,459,2.7938661856558022
3,616,504,2.414572144604432
3,617,585,2.3927996162233374
3,618,592,2.8236151577017137
3,267,619,2.448053071247528
3,620,592,2.4774955948633326
3,587,621,2.448042042399085
3,622,522,2.6123135834098004
3,579,623,3.0205992686764924
3,620,212,2.6240241677883676
3,621,213,2.8715339492818486
3,622,584,2.485705474026677
3,623,503,3.0998071505053426
4,613,536,2.5825837031960255
4,612,537,2.4921153912709917
4,615,538,2.4789671724557296
4,614,259,2.611103043732795
4,596,413,2.482747291354698
4,620,576,2.4587819002799285
4,604,577,2.5167016496022763
4,578,214,2.666991186013446
4,579,585,3.045516800178027
4,618,599,2.752240632083066
4,619,515,2.650612254369
4,617,553,2.733119042308889
4,596,417,2.9446365925095854
4,589,577,3.0154789956331185
4,591,534,2.716504514504223
4,590,231,2.691450157172073
4,576,605,2.5143610814889317
4,580,192,2.8646110954922794
4,580,532,3.049291902818144
4,607,578,2.635552281220937
4,623,215,2.434228780869101
4,576,196,2.9188986457466495
4,577,221,2.78064277680155
4,577,567,3.132010393434231
4,579,606,2.587594229884048
4,580,586,2.7833177411112904
4,582,271,2.3432620365114483
4,588,217,2.435072110047233
4,581,556,2.8949976153860137
4,581,244,3.0360193494150867
4,582,523,2.578937604208617
4,583,198,2.705670880910026
4,585,505,2.715859829237004
4,586,520,2.5593726663452743
4,587,621,2.796131018481853
4,585,219,2.9783489756361634
4,268,586,2.4746705958483393
4,588,587,2.421977012093419
4,621,245,3.124151807742252
4,586,589,2.7387381101832475
4,622,591,2.609661962410352
4,582,590,2.570443726786053
4,592,581,3.1733628364787863
4,593,621,2.5997944907331476
4,592,212,2.6726386652111827
4,593,571,2.4227542750085993
4,594,609,3.0480854449302086
4,595,525,2.8097694435206404
4,596,389,2.40668550061829
4,598,238,2.6664910238357815
4,599,474,3.0468579437582926
4,577,509,2.897852492341887
4,599,458,3.0008198671992554
4,600,594,2.5615095313263505
4,601,513,2.785738048091943
4,602,506,2.5174762705972134
4,593,603,2.4903833978051657
4,600,504,2.549583177158633
4,601,265,2.7961463659822403
4,602,216,2.8202383126854347
4,604,580,2.527362249927678
4,605,516,3.278773682534248
4,607,278,2.532655046083855
4,604,281,2.621825301577777
4,605,581,2.954671757195417
4,606,473,2.585027548139037
4,607,583,2.448947058621665
4,610,203,2.64833449916929
4,611,490,2.855433763065937
4,608,489,2.7977489858523064
4,609,568,2.6615942057793913
4,612,608,2.560070922358673
4,613,609,2.4951067970473564
4,614,610,2.5648796368357885
4,615,611,2.5678579021824013
4,612,595,2.437203924726465
4,613,597,2.9158633606584323
4,614,598,2.5428713282671858
4,615,599,2.5981430299249264
4,600,616,2.4517202442394326
4,617,601,2.586504565685007
4,602,618,2.471802020536338
4,603,539,2.834552857613189
4,616,562,2.468724370562321
4,617,585,2.665213101351858
4,618,592,2.6202312105352648
4,267,619,2.475172601782947
4,620,592,2.800408905885371
4,587,255,2.721552738810682
4,622,522,2.7653321105398545
4,623,579,2.4430783670964935
4,620,276,2.620689037424346
4,621,213,2.755006800117954
4,622,584,2.6703133451597756
4,623,569,2.760555119120623
5,613,536,2.421414191476462
5,612,537,2.5567799813499312
5,615,538,2.676332696661658
5,614,259,2.578816366760216
5,596,413,2.4874752268715743
5,620,484,3.0971664915103907
5,577,604,2.320680681287204
5,579,585,2.827614619558969
5,618,581,3.0871005331721775
5,616,562,2.8428091850869106
5,617,553,3.0096903754626747
5,596,417,2.8917351848709467
5,515,619,2.4864749439465976
5,589,241,2.574379840675599
5,591,534,2.654280277761335
5,580,532,3.1035895983302964
5,607,578,2.4111426748275444
5,623,569,2.788163580560843
5,577,221,2.4577722322931588
5,578,502,2.655636602703224
5,579,606,2.733741223532223
5,581,500,3.0045135787810486
5,582,271,2.4158075178468352
5,581,605,2.47247377898976
5,583,486,2.6737641672113632
5,585,505,2.5701989207674965
5,520,586,2.4939885725836533
5,587,621,2.5166171327121827
5,584,230,2.8504548574110604
5,586,580,2.920197802878814
5,587,588,2.4198534172804047
5,586,589,2.8183134896253192
5,590,519,2.8676077925459715
5,622,591,2.467642082745465
5,588,217,2.6966270084849415
5,582,590,2.6309086730307376
5,592,581,2.4406923855485334
5,593,621,2.790154792982235
5,594,552,2.99419656714934
5,594,224,3.0459679915250155
5,592,570,2.5529525978456293
5,593,571,2.6302497966287564
5,595,525,2.7080487406508045
5,595,257,3.022054361903331
5,596,389,2.6397879646948694
5,597,524,3.097847070495176
5,599,474,2.5866752065314023
5,577,589,2.707568190067755
5,598,546,2.929563072301473
5,598,238,3.1709754215737487
5,599,458,3.040215739491598
5,599,554,3.0868761473944155
5,600,594,2.571846700145023
5,601,513,2.589723131767802
5,602,506,2.4152302258949847
5,593,603,2.4540148775794757
5,600,504,2.4316433338612633
5,602,216,2.6613706723849964
5,603,475,3.124374911723927
5,604,580,2.791981400506413
5,606,537,3.0026113807471977
5,607,568,2.5792944884933244
5,604,281,2.7265150719975457
5,605,576,2.752120773544301
5,606,457,2.855328431006054
5,607,583,2.5496585369324283
5,608,489,2.8810913845158987
5,609,472,2.7941195281342326
5,609,568,2.985338725529131
5,610,203,2.704173916399563
5,611,285,3.069565065679077
5,611,490,3.0015532007672507
5,612,608,2.5045866360452513
5,613,609,2.6445656856631605
5,614,610,2.46521150071899
5,615,611,2.3996951710916616
5,612,595,2.5222676738011205
5,613,597,2.5655229954836494
5,614,598,2.4622319145197724
5,615,599,2.6140697271277964
5,600,616,2.586345837013154
5,601,617,2.304965353748071
5,602,618,2.676007180150221
5,603,539,2.6027024004550765
5,617,585,2.465526600324823
5,618,599,2.9663112878691162
5,592,620,2.5081241698576395
5,587,255,2.6850710001990246
5,622,522,2.579426932490564
5,623,579,2.4044429008116732
5,620,576,3.145587063552829
5,621,213,2.4851258908621223
5,622,584,2.6607039084517483
5,623,215,2.6513726265565944
6,613,536,2.4998832570570264
6,612,606,2.5756658990801795
6,615,538,2.4178705597025223
6,614,259,2.5223901583958526
6,596,413,2.645291007825517
6,620,276,2.5741357413401538
6,577,604,2.4853981297933174
6,578,568,2.515588023816148
6,579,585,2.808014586570075
6,618,581,2.6295310630109885
6,617,553,2.7207516028140137
6,596,417,2.7363898208093165
6,596,509,2.9754180321047894
6,619,515,2.6538585908957733
6,590,195,2.8199484882154167
6,607,578,2.5341661480713458
6,623,215,2.4243748607330433
6,576,196,2.892948376161462
6,577,221,2.440838467191887
6,579,606,2.6894168264182112
6,580,532,2.788323809331411
6,581,244,2.8928989411333093
6,271,582,2.4033444904695567
6,583,200,3.139913421281269
6,588,507,2.658997028618822
6,581,605,2.5649936369098874
6,583,287,3.1633086179325733
6,583,488,3.02195729410178
6,585,505,2.6145406227248476
6,586,520,2.464443671586939
6,587,621,2.8044412767598157
6,584,230,2.964396050596597
6,585,219,2.8977285762989706
6,586,580,2.423543711081279
6,588,587,2.5288227596140134
6,586,589,2.932289781720378
6,622,591,2.7606435242251437
6,588,217,2.4238560255972517
6,589,241,2.9821081900965307
6,589,549,3.2089056253492947
6,582,590,2.4929305951498364
6,591,534,2.9420954190744935
6,591,194,3.16327380682994
6,592,581,2.718440082433712
6,593,277,2.8618076889089794
6,594,552,2.7300827792323625
6,592,212,2.521680195315512
6,593,621,2.6290771884777357
6,594,609,2.729708757234744
6,595,257,2.539382173680325
6,596,389,2.4573159366448545
6,598,238,2.644927395391125
6,599,620,2.7522294654084907
6,577,589,2.6693571764400246
6,597,524,3.042709568521996
6,597,256,3.080177619241126
6,599,474,3.0003721977290074
6,600,594,2.5071815273456077
6,602,506,2.5092272366790405
6,603,593,2.487244510774307
6,600,504,2.6635264679218764
6,601,513,2.5697649192531973
6,603,475,2.5793097391340742
6,606,569,2.658659020120593
6,606,441,3.01401491657596
6,607,486,2.559717457864213
6,604,281,2.6960227395371925
6,606,457,2.896987929669347
6,607,583,2.5181161462405655
6,609,472,2.8347730411787535
6,611,576,2.978851677096723
6,608,489,3.1463115217676725
6,609,578,3.0926762259409304
6,610,203,2.7821730664950457
6,611,490,3.0495499388580605
6,612,608,2.445277757495527
6,613,609,2.6387447878284926
6,614,610,2.5468625721057365
6,615,611,2.53503625859949
6,612,595,2.503135479051095
6,613,597,2.4498565819756783
6,614,598,2.552847111088109
6,615,599,2.668705584630137
6,600,616,2.5440134484261945
6,617,601,2.4542921498529773
6,602,618,2.3948292432954283
6,603,539,2.743295217578328
6,616,562,3.078582619770315
6,616,274,3.1257157281141925
6,617,585,2.609106029417379
6,618,599,2.816516387620305
6,267,619,2.447904078493977
6,592,620,2.677945966625932
6,587,245,2.9731660168713128
6,622,522,2.4165378092496343
6,623,579,2.5164954484965265
6,620,576,2.67043654419162
6,621,213,2.640941658412576
6,622,584,2.5285935532311123
7,613,536,2.9646782954675555
7,613,256,2.9716850924107256
7,612,606,2.5849385989650218
7,615,538,2.5294778121943367
7,614,259,2.7750701174568686
7,596,413,2.613796609235022
7,620,276,2.8929404990778456
7,620,484,3.211172904456433
7,577,604,2.5333578662634513
7,579,585,2.703062956143505
7,618,506,2.8291661601548475
7,618,254,3.134339792432173
7,616,562,2.7103209867712152
7,617,553,2.902750254571641
7,597,594,2.735598390780581
7,596,417,3.09835334836081
7,589,241,2.7367654926526472
7,576,605,2.692535470844886
7,607,609,2.7402233616593326
7,623,215,2.4165432755025074
7,577,221,2.6031991804992467
7,214,578,2.7031495680620203
7,579,606,2.857954749361305
7,580,532,2.815919064184441
7,580,268,3.1071992187429087
7,581,244,2.520816293965941
7,582,271,2.518759716539958
7,583,613,2.447459724463698
7,588,507,2.8457207638631816
7,581,605,2.7254306820663246
7,582,523,2.563238223622996
7,583,488,2.657348917381708
7,584,230,2.728243243369327
7,585,505,2.8183408391637084
7,586,520,2.800722057321822
7,585,219,2.7937850574255103
7,586,580,2.39066946715133
7,588,587,2.543985360659019
7,621,587,2.953912158447626
