,576,641,577,617,640,578,643,579,580,588,581,585,589,613,582,590,614,583,591,615,584,604,605,586,606,587,607,608,609,610,642,592,600,624,593,625,594,626,595,627,596,616,597,601,598,602,618,599,603,619,612,644,645,646,647,611,632,633,635,620,628,621,629,622,630,634,623,631,636,637,638,639
576,220,21,0,0,0,0,28,0,53,0,0,1,29,0,2,26,0,9,0,14,0,0,6,0,41,0,0,0,0,14,0,5,4,5,0,0,21,3,0,0,34,0,0,0,0,0,0,0,0,0,15,10,0,12,0,16,1,0,0,18,25,0,0,0,0,0,0,0,2,0,0,0
577,0,0,220,22,27,0,0,0,0,19,0,39,0,8,0,0,0,0,13,0,0,42,0,0,0,0,0,13,0,0,0,0,14,0,21,3,0,0,0,0,0,0,57,15,0,0,0,0,0,0,0,0,3,0,0,0,0,38,0,0,0,15,24,0,0,0,0,0,0,15,0,0
578,0,0,0,0,0,220,8,0,0,0,21,0,0,0,0,0,15,0,0,0,10,0,0,0,0,10,0,0,22,0,0,0,0,0,0,0,0,21,0,0,0,19,0,0,56,10,22,0,0,57,0,0,0,2,0,7,0,0,0,0,0,0,0,6,26,18,0,22,0,0,12,0
579,0,4,0,0,0,0,0,220,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,48,0,0,19,0,0,0,45,0,2,0,0,0,2,0,1,31,0,0,0,0,0,0,0,4,23,0,3,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,47,1,19,0,0,45
580,53,4,0,0,0,0,2,0,220,1,0,0,15,0,4,9,0,8,0,3,1,0,3,0,6,0,3,0,0,16,0,10,0,3,0,0,26,10,0,0,10,7,0,0,0,0,0,0,0,0,12,41,0,22,0,5,3,0,0,23,60,0,0,0,0,0,0,0,37,0,0,0
581,0,0,0,0,0,21,0,0,0,0,220,1,1,1,1,0,31,0,0,11,5,0,0,0,0,12,0,0,26,0,0,0,0,0,0,0,9,34,0,0,0,11,0,0,5,21,40,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,31,3,34,0,19,0,0,34,0
582,2,30,0,1,0,0,4,8,4,0,1,0,0,0,220,5,3,29,0,0,0,0,0,20,2,0,45,0,0,9,3,3,1,9,1,0,0,0,2,27,15,0,0,0,0,0,0,6,0,0,1,2,0,0,37,9,7,0,0,9,0,0,0,0,0,0,31,1,14,0,0,2
583,9,8,0,0,0,0,29,0,8,0,0,0,23,0,29,14,0,220,1,1,0,0,12,0,5,5,31,0,0,27,0,2,0,19,0,0,17,19,0,0,17,18,0,0,0,0,0,0,0,0,1,0,0,3,0,21,23,0,4,12,8,0,0,0,0,0,0,6,2,0,0,0
584,0,0,0,0,4,10,0,0,1,0,5,0,0,0,0,0,25,0,0,9,220,1,0,0,0,38,0,0,14,0,0,0,0,0,0,0,8,17,0,0,0,8,0,0,24,22,2,0,0,50,0,0,0,21,0,0,0,0,0,0,0,0,0,23,11,25,0,5,0,0,16,0
585,1,9,39,9,11,0,0,0,0,11,1,220,0,32,0,0,0,0,3,3,0,4,14,0,0,0,0,35,0,0,0,0,20,0,9,44,0,0,0,0,3,0,17,4,0,0,0,0,0,0,0,0,26,0,0,0,0,13,0,0,0,10,33,0,0,0,6,0,0,26,0,0
586,0,49,0,0,0,0,0,48,0,0,0,0,0,0,20,0,11,0,0,0,0,0,0,220,1,0,8,0,0,0,15,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,33,10,0,2,0,0,0,21,0,0,0,2,0,0,0,0,0,0,0,29,46,4,0,0,17
587,0,0,0,0,0,10,3,0,0,0,12,0,0,0,0,0,35,5,0,2,38,0,0,0,0,220,1,0,11,0,0,0,0,0,0,1,1,20,0,0,0,23,0,0,17,38,28,0,0,13,0,0,0,19,0,6,2,0,0,0,0,0,0,18,21,14,0,8,0,0,24,0
588,0,0,19,4,46,0,0,0,1,220,0,11,0,18,0,0,0,0,17,0,0,1,0,0,0,0,0,36,0,0,0,0,40,0,5,39,0,0,0,0,0,0,20,49,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,7,4,0,0,0,1,0,0,30,0,0
589,29,1,0,0,0,0,40,0,15,0,1,0,220,0,0,12,0,23,0,15,0,0,59,0,27,0,1,0,1,10,0,3,2,26,0,0,12,0,0,0,16,7,0,0,0,0,0,0,0,0,1,23,0,2,0,24,9,0,31,15,9,0,0,0,0,0,0,0,3,0,0,0
590,26,2,0,0,0,0,37,0,9,0,0,0,12,0,5,220,1,14,0,1,0,0,24,0,25,0,29,0,0,17,1,56,0,15,0,0,15,17,0,0,12,7,0,0,0,0,0,0,0,0,12,19,0,1,0,9,9,0,40,8,6,0,0,0,0,0,0,1,0,0,0,0
591,0,0,13,27,14,0,0,0,0,17,0,3,0,15,0,0,0,1,220,0,0,20,0,0,0,0,0,15,0,0,0,0,19,0,70,41,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,34,57,0,0,0,1,0,0,7,0,0
592,5,7,0,0,0,0,7,0,10,0,0,0,3,0,3,56,0,2,0,1,0,0,27,0,6,0,11,0,0,12,0,220,3,23,0,0,40,6,0,0,29,1,0,0,0,0,0,0,0,0,12,15,0,10,0,0,20,0,5,14,62,0,0,0,0,0,1,1,0,0,0,0
593,0,0,21,23,17,0,0,0,0,5,0,9,0,11,1,0,0,0,70,0,0,21,0,0,0,0,0,18,0,0,0,0,26,0,220,3,0,0,0,0,0,0,41,20,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,20,10,0,0,0,0,0,0,23,0,0
594,21,0,0,0,0,0,4,2,26,0,9,0,12,0,0,15,0,17,0,0,8,0,10,0,8,1,5,0,4,1,0,40,0,26,0,0,220,7,0,0,6,5,0,0,6,24,5,0,0,5,2,17,0,9,0,10,0,0,0,32,19,0,0,16,8,2,0,10,5,0,0,0
595,0,17,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,32,0,0,0,0,0,0,0,220,67,3,0,0,0,0,0,0,80,25,4,21,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,48
596,34,0,0,0,0,0,1,0,10,0,0,3,16,0,15,12,0,17,0,33,0,0,24,0,25,0,0,0,0,10,0,29,1,36,0,0,6,1,3,0,220,20,0,0,0,0,0,0,0,0,8,6,0,39,0,22,3,0,3,3,9,0,0,0,0,0,0,0,19,0,0,0
597,0,0,57,21,10,0,0,0,0,20,0,17,0,10,0,0,0,0,21,0,0,26,0,0,0,0,0,9,0,0,0,0,8,0,41,4,0,0,0,0,0,0,220,12,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,18,22,0,0,0,0,0,0,36,0,0
598,0,0,0,0,0,56,0,0,0,0,5,0,0,0,0,0,39,0,0,23,24,0,0,0,0,17,0,0,36,0,0,0,0,0,0,0,6,1,0,0,0,10,0,0,220,14,39,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,8,4,6,0,0,0,0,41,0
599,0,11,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,25,0,0,0,0,0,0,0,80,5,0,0,0,0,0,0,0,220,50,1,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,14,20,0,0,0,43
600,4,0,14,9,29,0,3,2,0,40,0,20,2,9,1,0,1,0,19,0,0,5,2,0,6,0,0,5,0,12,0,3,220,6,26,16,0,0,0,0,1,0,8,17,0,0,0,0,0,0,3,8,4,0,1,0,0,16,0,4,4,41,17,0,0,0,4,0,0,28,0,0
601,0,0,15,26,3,0,0,0,0,49,0,4,0,13,0,0,0,0,1,0,0,25,0,0,0,0,0,2,0,0,0,0,17,0,20,38,0,0,0,0,0,0,12,220,0,0,0,0,0,0,0,0,51,0,0,0,0,48,0,0,0,12,27,0,0,0,5,0,0,25,0,0
602,0,0,0,0,0,10,0,0,0,0,21,0,0,0,0,0,76,0,0,2,22,0,0,0,0,38,0,0,11,0,0,0,0,0,0,0,24,13,0,0,0,3,0,0,14,220,22,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,12,17,41,0,3,0,0,32,0
603,0,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,10,0,0,7,0,0,0,12,0,0,0,0,0,0,0,25,27,0,0,0,0,0,0,0,50,220,2,0,0,0,0,64,0,0,0,97,0,0,0,0,0,0,0,5,1,21,0,0,1
604,0,0,42,12,57,0,0,0,0,1,0,4,0,23,0,0,0,0,20,0,1,220,0,0,0,0,0,44,0,0,0,0,5,0,21,19,0,0,0,0,0,0,26,25,0,0,0,0,0,0,0,0,58,0,0,0,0,24,0,0,0,10,5,0,0,0,2,0,0,10,0,0
605,6,12,0,0,0,0,7,0,3,0,0,14,59,0,0,24,0,12,0,6,0,0,220,0,13,0,22,0,1,16,0,27,2,14,0,0,10,19,0,0,24,9,0,0,0,0,0,0,0,0,9,6,0,3,0,17,22,0,10,12,13,0,0,0,0,0,0,0,15,0,0,0
606,41,1,0,0,0,0,8,0,6,0,0,0,27,0,2,25,0,5,0,16,0,0,13,1,220,0,0,0,0,43,0,6,6,23,0,0,8,4,0,0,25,4,0,0,0,0,0,0,0,0,0,35,0,15,0,26,18,0,8,22,14,0,0,0,0,0,0,0,6,0,0,0
607,0,28,0,0,0,0,2,19,3,0,0,0,1,0,45,29,0,31,0,1,0,0,22,8,0,1,220,0,0,12,11,11,0,4,0,0,5,0,22,1,0,9,0,0,0,0,0,0,7,0,21,23,0,6,6,4,12,0,0,2,12,0,0,0,0,0,22,0,9,0,0,0
608,0,0,13,14,23,0,0,0,0,36,0,35,0,52,0,0,0,0,15,0,0,44,0,0,0,0,0,220,0,0,0,0,5,0,18,8,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,8,0,0,0,1,17,0,0,0,15,12,0,0,0,1,0,0,13,0,0
609,0,0,0,0,0,22,0,0,0,0,26,0,1,0,0,0,0,0,0,7,14,0,1,0,0,11,0,0,220,0,0,0,0,0,0,0,4,15,0,0,0,1,0,0,36,11,31,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,35,75,15,0,6,0,0,12,0
610,14,7,0,0,0,0,22,0,16,0,0,0,10,0,9,17,0,27,0,2,0,0,16,0,43,0,12,0,0,220,0,12,12,24,0,0,1,4,0,0,10,5,0,0,0,0,0,0,0,0,3,5,0,49,0,23,10,0,1,21,8,0,0,0,0,0,0,1,0,0,0,0
611,16,0,0,0,0,7,23,0,5,0,0,0,24,0,9,9,0,21,0,13,0,0,17,0,26,6,4,0,0,23,0,0,0,24,0,0,10,0,1,0,22,67,0,0,0,0,0,0,0,0,0,11,0,5,0,220,10,0,5,12,6,0,0,0,0,0,0,0,31,0,0,0
612,15,14,0,0,0,0,0,3,12,0,0,0,1,0,1,12,0,1,0,10,0,0,9,2,0,0,21,0,0,3,64,12,3,4,0,0,2,0,21,14,8,0,0,0,0,0,0,0,0,0,220,9,0,0,2,0,7,0,0,17,10,0,0,0,0,0,44,6,46,0,0,2
613,0,0,8,19,20,0,0,0,0,18,1,32,0,220,0,0,0,0,15,0,0,23,0,0,0,0,0,52,0,0,0,0,9,0,11,15,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,12,0,0,0,0,15,0,0,0,14,20,0,0,0,7,0,0,27,0,0
614,0,0,0,0,0,15,0,1,0,0,31,0,0,0,3,1,220,0,0,21,25,0,0,11,0,35,0,0,0,0,7,0,1,0,0,0,0,2,0,2,0,1,0,0,39,76,4,0,16,24,0,0,0,5,10,0,0,0,0,0,0,0,0,9,4,8,2,10,0,0,7,0
615,14,1,0,0,0,0,19,0,3,0,11,3,15,0,0,1,21,1,0,220,9,0,6,0,16,2,1,0,7,2,0,1,0,0,0,0,0,0,0,0,33,0,0,0,23,2,13,0,1,0,10,3,0,0,0,13,0,0,1,0,6,0,0,65,11,33,0,0,17,0,8,0
616,0,0,0,0,0,19,4,0,7,0,11,0,7,0,0,7,1,18,0,0,8,0,9,0,4,23,9,0,1,5,0,1,0,5,0,0,5,0,0,0,20,220,0,0,10,3,3,0,0,10,0,4,0,34,0,67,41,0,1,15,8,0,0,0,0,0,0,1,6,0,10,0
617,0,0,22,220,23,0,0,0,0,4,0,9,0,19,1,0,0,0,27,0,0,12,0,0,0,0,0,14,0,0,0,0,9,0,23,7,0,0,0,0,0,0,21,26,0,0,0,0,0,0,0,0,31,0,0,0,0,27,0,0,0,52,29,0,0,0,0,0,0,17,0,0
618,0,0,0,0,0,22,0,0,0,0,40,0,0,0,0,0,4,0,0,13,2,0,0,0,0,28,0,0,31,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,39,22,220,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,50,0,15,0,10,0,0,48,0
619,0,0,0,0,0,57,11,0,0,0,3,0,0,0,0,0,24,0,0,0,50,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,5,1,4,0,0,10,0,0,17,8,12,1,2,220,0,0,0,2,1,0,0,0,2,0,0,0,0,6,38,8,1,29,0,0,20,2
620,18,24,0,0,0,0,22,0,23,0,0,0,15,0,9,8,0,12,0,0,0,0,12,0,22,0,2,0,0,21,0,14,4,25,0,0,32,14,0,0,3,15,0,0,0,0,0,0,0,0,17,5,0,1,0,12,11,0,14,220,10,0,0,0,0,0,0,21,29,0,0,0
621,0,0,15,52,10,0,0,0,0,7,0,10,0,14,0,0,0,0,34,0,0,10,0,0,0,0,0,15,0,0,0,0,41,0,20,27,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,0,0,220,15,0,0,0,1,0,0,22,0,0
622,0,0,0,0,0,6,0,0,0,0,31,0,0,0,0,0,9,0,0,65,23,0,0,0,0,18,0,0,35,0,0,0,0,0,0,0,16,20,0,0,0,0,0,0,8,12,50,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,220,57,22,0,12,0,0,16,0
623,0,2,0,0,0,0,0,47,0,1,0,6,0,7,31,0,2,0,1,0,0,2,0,29,0,0,22,1,0,0,18,1,4,0,0,7,0,2,1,38,0,0,0,5,0,0,0,14,5,1,44,0,6,0,4,0,0,0,6,0,0,1,0,0,0,0,220,20,0,0,0,11
624,5,4,0,0,0,0,7,0,3,0,0,0,26,0,9,15,0,19,0,0,0,0,14,0,23,0,4,0,0,24,0,23,6,220,0,0,26,0,0,0,36,5,0,0,0,0,0,0,0,0,4,17,0,7,0,24,24,0,8,25,3,0,0,0,0,0,0,1,1,0,0,0
625,0,0,3,7,13,0,0,0,0,39,0,44,0,15,0,0,0,0,41,0,0,19,0,0,0,1,0,8,0,0,0,0,16,0,3,220,0,0,0,0,0,0,4,38,0,0,0,0,0,0,0,0,21,0,0,0,0,26,0,0,0,27,4,0,0,0,7,0,0,17,0,0
626,3,0,0,0,0,21,4,0,10,0,34,0,0,0,0,17,2,19,0,0,17,0,19,0,4,20,0,0,15,4,0,6,0,0,0,0,7,220,0,0,1,0,0,0,1,13,0,0,0,1,0,13,0,3,0,0,41,0,27,14,1,0,0,20,12,9,2,2,5,0,11,0
627,0,8,0,0,0,0,0,31,0,0,0,0,0,0,27,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,67,220,0,0,0,0,0,0,0,5,27,0,14,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,38,21,5,0,0,12
628,25,13,0,0,0,0,26,0,60,0,0,0,9,0,0,6,0,8,0,6,0,0,13,0,14,0,12,0,0,8,0,62,4,3,0,0,19,1,0,0,9,8,0,0,0,0,0,0,0,0,10,23,0,22,0,6,13,0,2,10,220,0,0,0,0,0,0,0,32,0,1,0
629,0,0,24,29,9,0,0,0,0,4,0,33,0,20,0,0,0,0,57,0,0,5,0,0,0,0,0,12,0,0,0,0,17,0,10,4,0,0,0,0,0,0,22,27,0,0,0,0,0,0,0,0,20,0,0,0,0,27,0,0,0,15,220,0,0,0,0,0,0,13,0,0
630,0,0,0,0,0,26,0,0,0,0,3,0,0,0,0,0,4,0,0,11,11,0,0,0,0,21,0,0,75,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,4,17,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,57,220,45,0,15,0,0,20,0
631,0,2,0,0,0,22,0,1,0,0,19,0,0,0,1,1,10,6,0,0,5,0,0,46,0,8,0,0,6,1,10,1,0,1,0,0,10,2,0,21,0,1,0,0,0,3,10,20,1,29,6,0,0,0,9,0,0,0,0,21,0,0,0,12,15,9,20,220,0,0,8,0
632,1,2,0,0,0,0,31,0,3,0,0,0,9,0,7,9,0,23,0,0,0,0,22,0,18,2,12,1,0,10,0,20,0,24,0,0,0,41,0,0,3,41,0,0,0,0,0,0,0,0,7,28,0,12,0,10,220,0,5,11,13,0,0,0,0,0,0,0,27,0,0,0
633,0,0,38,27,17,0,0,0,0,5,0,13,0,15,0,0,0,0,3,0,0,24,0,0,0,0,0,17,1,0,0,0,16,0,1,26,0,0,0,0,0,0,8,48,0,0,0,0,0,0,0,0,24,0,0,0,0,220,0,0,0,15,27,0,0,0,0,0,0,14,0,0
634,0,0,0,0,0,18,0,0,0,0,34,0,0,0,0,0,8,0,0,33,25,0,0,0,0,14,0,0,15,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,6,41,15,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,22,45,220,0,9,0,0,12,0
635,0,3,0,0,0,0,0,3,0,0,0,0,31,0,0,40,0,4,0,1,0,0,10,2,8,0,0,0,0,1,3,5,0,8,0,0,0,27,2,0,3,1,0,0,0,0,0,0,97,2,0,2,0,0,18,5,5,0,220,14,2,0,0,0,0,0,6,0,11,0,0,56
636,2,3,0,0,0,0,16,19,37,0,0,0,3,0,14,0,0,2,0,17,0,0,15,4,6,0,9,0,0,0,9,0,0,1,0,0,5,5,1,5,19,6,0,0,0,0,0,0,21,0,46,12,0,8,0,31,27,0,11,29,32,0,0,0,0,0,0,0,220,0,0,4
637,0,0,15,17,23,0,0,0,0,30,0,26,0,27,0,0,0,0,7,0,0,10,0,0,0,0,0,13,0,0,0,0,28,0,23,17,0,0,0,0,0,0,36,25,0,0,0,0,0,0,0,0,24,0,0,0,0,14,0,0,0,22,13,0,0,0,0,0,0,220,0,0
638,0,0,0,0,0,12,0,0,0,0,34,0,0,0,0,0,7,0,0,8,16,0,0,0,0,24,0,0,12,0,0,0,0,0,0,0,0,11,0,0,0,10,0,0,41,32,48,0,0,20,0,0,0,17,0,0,0,0,0,0,1,0,0,16,20,12,0,8,0,0,220,0
639,0,27,0,0,0,0,0,45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,48,12,0,0,0,0,0,0,0,43,1,2,2,0,0,0,35,0,0,0,56,0,0,0,0,0,0,0,11,0,4,0,0,220
640,0,0,27,23,220,0,0,0,0,46,0,11,0,20,0,0,0,0,14,0,4,57,0,0,0,0,0,23,0,0,0,0,29,0,17,13,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,23,0,0,0,0,17,0,0,0,10,9,0,0,0,0,0,0,23,0,0
641,21,220,0,0,0,0,5,4,4,0,0,9,1,0,30,2,0,8,0,1,0,0,12,49,1,0,28,0,0,7,6,7,0,4,0,0,0,0,17,8,0,0,0,0,0,0,0,11,7,0,14,5,0,0,14,0,2,0,3,24,13,0,0,0,0,0,2,2,3,0,0,27
642,0,6,0,0,0,0,0,45,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,15,0,0,11,0,0,0,220,0,0,0,0,0,0,0,32,14,0,0,0,0,0,0,0,25,12,0,64,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,18,10,9,0,0,8
643,28,5,0,0,0,8,220,0,2,0,0,0,40,0,4,37,0,29,0,19,0,0,7,0,8,3,2,0,0,22,0,7,3,7,0,0,4,4,0,0,1,4,0,0,0,0,0,0,0,11,0,13,0,1,0,23,31,0,0,22,26,0,0,0,0,0,0,0,16,0,0,0
644,10,5,0,0,0,0,13,0,41,0,0,0,23,0,2,19,0,0,0,3,0,0,6,0,35,0,23,0,0,5,0,15,8,17,0,0,17,13,0,0,6,4,0,0,0,0,0,0,0,0,9,220,0,24,0,11,28,0,2,5,23,0,0,0,0,0,0,0,12,0,0,0
645,0,0,3,31,23,0,0,0,0,1,0,26,0,12,0,0,0,0,17,0,0,58,0,0,0,0,0,8,0,0,0,0,4,0,14,21,0,0,0,0,0,0,7,51,0,0,0,0,0,0,0,0,220,0,0,0,0,24,0,0,0,13,20,0,0,0,6,0,0,24,0,0
646,12,0,0,0,0,2,1,0,22,0,3,0,2,0,0,1,5,3,0,0,21,0,3,0,15,19,6,0,0,49,0,10,0,7,0,0,9,3,0,0,39,34,0,0,17,1,8,0,0,2,0,24,0,220,0,5,12,0,0,1,22,0,0,2,0,21,0,0,8,0,17,0
647,0,14,0,0,0,0,0,15,0,0,0,0,0,0,37,0,10,0,0,0,0,0,0,21,0,0,6,0,0,0,30,0,1,0,0,0,0,0,7,26,0,0,0,0,0,0,0,28,64,1,2,0,0,0,220,0,0,0,18,0,0,0,0,0,0,0,4,9,0,0,0,35
