Frame,Donor,Hydrogen,Acceptor,Dist(Donor-Hydrogen),Dist(Donor-Acceptor),Angle(Hydrogen-Donor-Acceptor)
0,580,660,588,0.9320147022138847,2.739234848669878,12.419621312752495
0,580,656,604,0.9637760814226225,3.042975599980089,17.76900076934411
0,581,661,589,0.9715031070940556,2.888114730956023,13.24081980547571
0,581,657,605,0.9737589691892479,2.739191833892654,9.259244673111247
0,582,662,590,1.0010776167869744,2.8568532803087674,7.241701361390374
0,582,658,606,0.9807455600681463,2.7340185512311477,3.13713121822814
0,583,663,591,0.9774611251767209,2.606948859419439,6.752231934416312
0,583,659,607,0.9756726381347239,3.1811907175801903,24.073647341978948
0,592,684,605,0.9455370009071763,3.1436502626556933,15.777512632212837
0,592,680,620,1.030467200320243,2.5570434022169373,3.017348280753322
0,593,685,604,0.9689374766821125,2.971391001541588,19.743213008285682
0,593,681,621,1.0248105464922506,2.616588716201491,4.424211455386378
0,594,686,607,0.9612415448270413,3.4720285459374045,14.447616933859713
0,594,682,622,1.04913743894389,2.6663992978718847,5.162476571947979
0,595,687,606,0.9809693014097774,2.9522155480551606,12.648656029654902
0,595,683,623,1.0470358375279203,2.6452109127715513,14.072469894153876
0,600,696,594,1.1106800280394333,2.4910030470657962,4.615526483320255
0,601,697,595,0.9899733511627904,2.449662246522641,14.80072325093754
0,602,698,592,1.0483970679769077,2.5614561113235594,10.096763817723538
0,603,699,593,1.0780922220749176,2.4898766171476336,9.086327298745902
0,604,704,610,0.9675852464935443,2.8810007380335314,15.838954796721133
0,605,705,611,0.9866704770070049,2.8067560513856,20.604376567108886
0,606,706,608,0.985290787826443,2.8279646552437563,4.703341760301849
0,607,707,609,0.9721798994948507,2.8250099711259486,13.740246492079695
0,612,724,596,1.05975885862279,2.589495000861768,9.409997306477216
0,612,720,608,1.0443171207692794,2.5069216502385054,11.560344926126975
0,613,725,597,1.0059382021383427,2.6158599198898993,5.954091625548387
0,613,721,609,1.0440724326617632,2.5389009825465703,7.3946276898976775
0,614,726,598,0.9751434161478225,2.6524565892760243,7.643668620698121
0,614,722,610,1.0736463905269293,2.6527882361062822,9.315792399104053
0,615,727,599,1.0531216467538522,2.4445425323262397,4.355247741957898
0,615,723,611,0.9826742077486689,2.67068277291425,11.743270755079479
0,616,732,584,1.009964831414211,2.554574403982037,4.655633447566792
0,617,733,585,1.069207416181151,2.62138783385239,9.916928466263217
0,618,734,586,1.0635870116396222,2.60461958966398,6.698753392707492
0,618,730,602,1.1087621003775596,2.365580570170969,6.6294715962651845
0,619,735,587,1.015174834527297,2.664045949125994,10.97323880867295
0,620,736,581,1.022215897362995,2.672536428109113,12.353023557511007
0,621,737,580,1.0014943371196066,2.71271643839467,8.07440410738036
0,622,738,583,1.00237114904849,2.521413314705106,12.917284281796567
0,623,739,582,1.0116347778497343,2.72776722205395,5.726007591406722
1,576,652,611,0.9907232091933666,3.0452489181634745,11.684260557772575
1,579,655,606,0.9803928417017501,2.864894234206573,9.89978842600787
1,579,739,623,1.133575762044359,2.409780749944407,5.27921974143774
1,581,657,605,1.00906785311476,2.738909824907833,5.461184125613908
1,586,666,580,0.966761432199688,2.9116845794861264,7.800396351312915
1,589,677,581,1.065795245521725,2.5604466375368644,7.347035130820811
1,589,673,586,1.0588707282818033,2.5632212365649827,3.520480556193868
1,590,678,582,1.0415094002172873,2.593720254430059,6.345523707996668
1,592,680,581,0.9709452738396046,2.8817129159151653,28.765912768712393
1,593,685,610,0.9803095661599044,2.8912991652640434,28.438254731648303
1,594,686,578,1.0057990090559115,2.631136402717493,5.52428916561498
1,594,682,609,0.9901468775357698,2.7726358850777255,4.2556303612666975
1,600,696,594,1.0554102581691902,2.4833946966329576,3.741207903832086
1,602,698,599,0.9953837264384432,2.932266867966205,17.969785040051732
1,603,699,593,1.0181228488966383,2.5409690995653453,0.9733798328225542
1,604,704,580,0.9372232171762762,2.8078123818989096,12.014925263107829
1,605,709,576,0.9982705223616398,2.7032620895213406,5.376236663365479
1,606,710,595,0.9699829155599756,2.8554098160535304,24.76146975918481
1,607,650,578,1.0756173834240121,2.5383881271873485,4.874010354007108
1,607,711,583,1.0602014468425702,2.3528258024499675,6.385387859970417
1,612,724,595,1.0434534821223866,2.5595480545295213,21.363331843263744
1,612,720,608,1.0682466550831522,2.4618762562477223,6.865082257037178
1,613,725,597,1.1782241944811955,2.4222575958865784,1.7156313288128293
1,613,721,609,0.994011286550631,2.956804148606273,10.569984409662828
1,614,726,598,1.1164374228668643,2.4792784205087246,1.0992801276598474
1,614,722,610,1.067160273414546,2.544898197733865,7.388681878982813
1,615,727,599,1.1238154522767991,2.6015205434157957,10.042217223373195
1,615,723,611,1.0236703252564103,2.758357842013385,6.40805683242226
1,617,733,585,1.0302730962286115,2.4873728715846797,6.7779121954156984
1,618,734,592,1.0019259251177668,3.1282652965139204,6.030985827999929
1,618,730,602,0.9787071780519053,2.821614271970034,10.123583364664759
1,620,736,592,0.9930996117833416,2.738496276084346,10.381406166625894
1,621,737,587,1.1003525304729749,2.497644809089478,2.1710274836525403
1,621,672,588,1.0954104477056084,2.414229391355231,3.012675017924379
1,622,742,584,1.0357012468533822,2.5485027854553954,10.931801149471887
1,622,675,591,1.0613868623591687,2.5035088204249925,7.311215398112507
2,576,648,605,0.9620016317228025,2.514361081488931,20.626726955832865
2,579,655,606,0.9944073560435348,2.58759422988405,8.355173693928997
2,580,656,586,0.9764671476497611,2.7833177411112895,8.883020248129375
2,582,678,590,1.0459188352236066,2.5704437267860527,16.701070806557883
2,586,673,589,0.9735985322821739,2.738738110183249,7.707451722826323
2,587,667,621,1.0031944137623212,2.7961310184818546,6.446621579636339
2,588,671,587,1.1111177759686934,2.4219770120934188,7.719664713349539
2,592,680,581,0.9767588136682168,3.1733628364787867,15.221907135321963
2,593,699,603,1.1314039887288196,2.4903833978051657,10.065491501104622
2,593,681,621,0.9753208543183975,2.5997944907331476,11.240092276569275
2,594,686,609,0.9838577782324576,3.0480854449302104,20.231279860133796
2,600,696,594,0.9808756932961394,2.5615095313263505,5.150556882034802
2,602,730,618,1.1798297646033975,2.471802020536338,1.9219711882273725
2,604,704,580,1.0786433073820292,2.527362249927678,3.3808763459441837
2,605,709,581,0.9683455188219882,2.954671757195417,17.382411689773775
2,607,650,578,1.0376056082229128,2.635552281220936,11.976435507866954
2,607,711,583,1.0652670227931822,2.4489470586216657,7.510937924851052
2,612,724,595,1.066003763263186,2.4372039247264636,7.416790977907187
2,612,720,608,1.0567426347176896,2.5600709223586735,2.6718958575004326
2,613,725,597,1.0141455213268404,2.915863360658433,14.884397940474512
2,613,721,609,1.0806879313006492,2.495106797047357,3.788885377208857
2,614,726,598,1.116385172071369,2.5428713282671844,6.9959210792220965
2,614,722,610,1.0696776514878934,2.5648796368357885,4.564234240874597
2,615,727,599,0.9535128027080452,2.5981430299249264,27.724081850899985
2,615,723,611,1.034843074435189,2.5678579021824,12.822544832906065
2,617,733,585,1.0650440143474091,2.665213101351858,12.417481042457247
2,618,734,592,1.021351756401221,2.6202312105352643,13.230348651956147
2,618,636,599,0.9609792155197038,2.752240632083067,13.852957835376655
2,620,736,592,0.9664564107400385,2.800408905885371,17.577879867874113
2,622,742,584,0.9781729041104996,2.6703133451597756,6.650210188132242
2,622,675,591,1.037353496160923,2.6096619624103505,4.016206298544325
2,623,739,579,1.0958753051579269,2.4430783670964935,5.48495623318454
3,577,692,589,1.0139643051588536,2.669357176440026,11.654261164177504
3,579,655,606,1.0145514524828905,2.6894168264182112,11.125072071575874
3,581,661,605,0.983707827597398,2.564993636909887,18.292267061089852
3,582,678,590,1.0537462341672756,2.4929305951498364,3.1714331328176946
3,586,670,580,1.0325454252867814,2.4235437110812788,9.51306693924909
3,586,673,589,1.008904771765743,2.9322897817203786,4.334602876748268
3,587,667,621,1.0270949441740804,2.804441276759815,4.200032027339336
3,588,671,587,1.1091643578767783,2.5288227596140134,5.6565059864832055
3,592,680,581,1.0160076174247754,2.7184400824337116,7.709073828272831
3,592,736,620,1.004612505088834,2.6779459666259324,15.356131522795517
3,593,685,621,0.9604260027425079,2.6290771884777357,11.88235259450349
3,594,686,609,1.003223419950643,2.7297087572347443,11.055038287162287
3,599,691,620,0.9758592132261548,2.7522294654084907,17.909267458351554
3,600,696,594,1.1027930607997962,2.5071815273456055,6.872716742381554
3,602,730,618,1.1417571467838843,2.39482924329543,5.8560843576681645
3,603,699,593,1.0188768254280876,2.4872445107743064,2.2045165575985193
3,607,650,578,1.014159493711823,2.534166148071346,8.959149376436516
3,607,711,583,1.100866193865298,2.518116146240564,5.905640060137466
3,609,717,578,0.9850910024742515,3.092676225940933,21.424374484997312
3,611,715,576,0.9743107893482787,2.978851677096723,11.686561283787437
3,612,724,595,1.0420475636701283,2.5031354790510942,9.03858329275546
3,612,625,606,0.9963165424843594,2.5756658990801786,7.29057846984242
3,612,720,608,1.1473356744502143,2.445277757495527,12.932955888592216
3,613,725,597,1.034570464281362,2.4498565819756752,3.7853311929959084
3,613,721,609,0.9922179070094456,2.6387447878284926,18.387530356505795
3,614,726,598,1.0223802024786972,2.5528471110881057,2.803279194530271
3,614,722,610,0.9970143657005677,2.546862572105737,1.6360910076007595
3,615,727,599,1.0080163591730829,2.668705584630137,7.611635820005803
3,615,723,611,1.0608599493175968,2.53503625859949,1.8614039167313483
3,617,733,585,0.9922510328863526,2.609106029417379,4.286675166926424
3,618,636,581,1.0073259155085619,2.629531063010988,10.395309001663339
3,618,734,599,0.9899402959910587,2.816516387620305,16.744480144282782
3,620,740,576,1.0151211322816591,2.670436544191621,3.4590601304728543
3,622,742,584,0.9939503929500205,2.5285935532311123,6.515302356927324
3,622,675,591,0.9725820909473724,2.7606435242251437,4.76712881978098
3,623,739,579,1.0806418451916215,2.5164954484965274,10.035744304928148
4,576,652,605,0.9268570081584596,2.9080680757574413,9.980985633785224
4,577,692,589,0.9948458356204551,2.5380617010843167,3.5204643666548265
4,580,670,586,1.005782855037703,2.485227255888281,5.183961578206301
4,580,649,613,1.057086796958661,2.4494515059631907,2.5620316967289516
4,581,661,605,1.0151438237572477,2.719302281458021,20.647693806633324
4,583,659,584,0.9538167790833898,2.530157180535873,11.527398295778712
4,587,667,603,1.0058189647630318,2.546352265439712,20.629738470136097
4,588,671,587,1.0169222978917876,2.7491077634021526,21.774626289841606
4,590,678,582,1.0048753459576791,2.6910391743952182,22.853065938709996
4,592,680,581,1.0330084998184093,2.528912039147922,8.416772246360324
4,592,736,620,1.0605708209305698,2.454307058477943,6.803953213375177
4,593,699,603,0.9800240370415083,2.695943389134807,16.097394643770375
4,594,682,600,0.9710724091502493,2.5884537458113783,1.8039785944073805
4,601,697,595,1.030627175328742,2.5785380626802064,11.357220284144699
4,602,698,581,0.9874384904870276,2.7312533544639397,7.917359771536095
4,602,702,599,0.9382414999785259,3.3102264614725505,7.340359327677667
4,607,711,583,1.0698786346440052,2.503275897331587,1.7760630277760407
4,610,714,582,0.9659402728079117,2.8033035345922848,21.77787806184439
4,612,724,595,1.0541245975202047,2.609541798446856,6.411520642846826
4,612,625,606,1.0258899599900555,2.626335714381713,14.1619606306813
4,612,720,608,1.0330729577407554,2.4755925481687306,9.924843365626533
4,614,726,598,1.003227407292542,2.7953939451088154,9.252842897759631
4,614,722,610,1.1520011014179232,2.435484515728153,3.9862421111514394
4,615,727,599,1.139540824947719,2.4224273508334004,8.242529186187243
4,615,723,611,1.0902396439880924,2.490516059804252,6.290837320712912
4,616,732,600,1.0754019754005466,2.6696544874845753,8.338469071920018
4,617,733,585,1.1503645832400762,2.354430400312146,4.114051914056224
4,618,730,602,1.0615717859183893,2.4110572511818464,13.234555416594036
4,620,740,576,0.9916881828873423,2.4644306484156124,17.834436763032564
4,621,672,587,1.031276319423997,2.722420770305477,5.248401988411782
4,621,681,593,1.0287089028797343,2.4651460120129856,10.154373295968586
4,622,742,584,0.9914154406082191,2.624026240120365,9.171272723486933
4,622,675,591,1.089920089425547,2.4903742804865,4.412300537844948
4,623,739,579,1.1287643534471468,2.422197720458292,5.984837123086192
5,576,648,605,0.9805278690595438,2.9711010952107393,14.04585877617833
5,577,692,589,0.9982346572143491,2.5173721849751276,6.799475398187339
5,579,739,623,1.029968491331094,2.613444875945081,12.039463022839533
5,580,670,586,1.026232437019803,2.43575867561339,6.3547277823161155
5,580,649,613,1.1053439178777997,2.4219000959007246,5.129487174058385
5,581,661,605,1.020328906120178,2.7256541402622965,26.402382658563074
5,582,714,610,1.0406894767735038,2.480849101789958,9.414830495623226
5,588,671,587,1.060735258395034,2.4499768709310685,10.281734940750242
5,588,676,621,0.9930103183204779,2.6734788607310436,8.903089663456534
5,590,678,614,0.9826051093099853,2.6351694534554366,1.785629871151813
5,592,680,581,0.9959714397072839,3.065154277526717,1.745205577513941
5,593,699,603,1.0577371928629593,2.6013011865811593,9.89029968787322
5,593,681,621,1.0070853355899183,2.6391342776856077,17.96867727580801
5,595,683,601,1.0264116320892447,2.640926427223918,11.49969191123848
5,595,724,612,1.1832843986405162,2.4652367364896715,4.685379066144492
5,597,689,594,1.08267604604438,2.477902441414224,3.8521404106095485
5,602,698,581,0.9574469880790174,2.7298600666803807,2.533998273183515
5,602,730,618,1.1525608039398736,2.3956115901253554,5.219381775154206
5,606,710,623,0.990541398111074,2.6966333328997876,9.926523221027926
5,607,711,583,1.0006757774143478,2.535115827394473,7.152109289412512
5,610,718,614,0.9992693498925039,2.647093372414386,12.444496781746228
5,612,625,606,0.9512959614840641,2.9743858414497484,3.740362928682465
5,615,727,599,1.0152107791953215,2.4951343094026384,15.641132522791452
5,615,723,611,1.0463939835123246,2.415870791370141,2.996816855447319
5,617,733,585,1.1016565058697092,2.413808336838346,7.898383161947931
5,617,639,606,1.0599280578821808,2.489557774238,7.226664119530646
5,620,740,576,1.0081055019429601,2.5713661743093863,4.806072389361565
5,620,736,592,1.083944805710423,2.542087028060325,8.243336961594313
5,622,742,584,1.0660143027894324,2.644460747376305,3.620149425111827
5,622,675,591,1.0616244379737718,2.384678645833764,7.1403562589994065
6,576,648,605,1.1020151558515332,2.4002591762719083,11.163458465957625
6,576,740,620,1.082337878585243,2.5370130157650745,4.312364750337318
6,577,692,589,1.0712230399802571,2.5082536137440727,6.929079353034569
6,578,717,600,1.0141577853738328,2.736337967040879,3.3773316018307478
6,579,739,623,1.0092072088247617,2.5396556084111768,10.356302174815982
6,580,670,586,1.1194529209457198,2.556876825322582,6.12772238547133
6,580,649,613,1.0820466270817388,2.490299812788753,6.2306976490978006
6,581,661,592,0.9922407582142971,2.633269796564986,12.15932940982399
6,587,667,603,0.9678019134804962,3.2977042865334067,17.06304451542836
6,588,671,587,1.0131622121420905,2.8345958897999393,13.45859261384149
6,588,676,621,0.9940427241315318,2.676106567292387,7.0370065319434
6,593,699,603,1.0609839671454222,2.5403099419609845,3.36250025926034
6,593,681,621,1.0026599130061156,2.6638943937280812,11.062012922629156
6,595,683,601,1.004976175289744,2.5316506114810378,5.870230990631801
6,597,689,594,1.0747940714778974,2.5386760451985944,10.367969837485289
6,600,696,583,0.9732572981800937,3.0177166805315827,22.452908775873404
6,602,698,581,1.0239786609854398,2.6336293994654065,15.27991349318836
6,602,730,618,1.0090521685371696,2.513172409009222,4.9880677177336565
6,603,703,598,1.022375680060714,2.6165322956701726,9.102728982401242
6,605,705,581,1.0319957421812591,2.575174118104624,18.166306140309946
6,607,707,584,0.9578463389130946,2.791051886330453,4.889724057690824
6,612,724,595,1.1266596618897606,2.4839071186100075,3.932527996979496
6,614,678,590,1.111315579697403,2.462334656839745,2.463270964969626
6,614,726,610,1.0381998902390877,2.5653881384394737,5.9961022999682525
6,615,727,599,1.0487972997740558,2.543531022386501,11.19839495232962
6,615,723,611,1.018299506369479,2.5897243831235164,13.364564973352456
6,616,638,583,1.0905727525913724,2.3776285213402053,2.7826649641254106
6,617,733,585,1.0477566587306697,2.5928815230772897,7.436210454625806
6,619,637,598,1.0096277885451148,2.9259102262612102,5.235479326552198
6,620,736,592,0.9839787674991436,2.965412268143842,6.413356449789943
6,622,675,591,1.0210306653679175,2.5532373744506147,10.726646113112068
6,623,651,585,1.0225535306906002,2.7960846106679256,5.946529173185336
7,577,692,589,1.0204825019589117,2.6380327953797935,8.640885204085661
7,579,739,623,1.0928846572433686,2.4130650095694253,5.249034785459061
7,580,649,586,0.9721381551720385,2.7302388036167016,14.66413259093165
7,581,657,576,0.9671082753086365,2.3672125939466686,11.77337438657936
7,583,659,600,1.0066843527527907,2.666903897363494,2.159249347128911
7,587,667,598,0.9831468469430794,2.9084099172918694,4.920540197757611
7,588,671,587,1.037006116627627,2.5894836320107633,8.506046741530463
7,588,676,621,0.9779150760793229,2.80923372232093,19.582701425172438
7,589,677,586,0.9670559824291849,2.8700267048185673,3.946205324500455
7,590,678,614,1.1494783252106862,2.4413549497695106,5.471636791538185
7,591,675,622,1.0167749018194454,2.4428595326093165,8.348216153779253
7,592,680,581,1.113961496249013,2.4596219393066647,5.230684315758613
7,592,736,620,1.0123925206281612,2.5547498962729787,8.919890315224727
7,594,689,597,1.12237506292959,2.3838501021111753,2.4497375731900184
7,595,683,601,1.1320435108927263,2.4889297726860993,4.465814145315605
7,595,724,612,1.028633576763626,2.5563734039188892,6.4108351600774816
7,598,694,593,1.04914078170805,2.838563942344873,27.69750635832717
7,600,700,584,0.9860770041680429,3.2604727612456554,6.0919857314238985
7,601,697,585,1.0040345282833245,2.6244890501233082,1.5528171171294305
7,603,699,593,1.0002496475189155,2.535353157899604,14.78628707786229
7,604,704,580,1.0099415170327848,2.4556689239909875,3.970873608039101
7,606,710,608,1.0074664082664222,2.7883701994737775,2.095602033267379
7,607,707,584,1.0045962615539676,2.5069096486235756,7.563749624047581
7,614,726,610,0.9819410095131577,2.753297153689271,3.7193350869116975
7,615,626,620,1.0116129939379235,2.6976038246400367,17.6047061588897
7,616,638,583,1.0477358658329825,2.4674994816149765,5.459046601767713
7,618,730,602,1.0694088160985207,2.550960203176871,5.9449827426615895
7,618,636,605,1.0265213449136275,2.67712211946481,4.622056185233782
7,619,637,598,1.0082667965222607,2.7990909436233213,16.004556641926417
8,577,692,589,1.0673576510039995,2.402940417784291,2.4932083842843404
8,579,739,623,1.012542439802445,2.6873987852247403,14.385652468566695
8,580,656,586,0.9878706014381567,2.9808221791024203,10.254331693671345
8,581,657,576,0.968914089290023,2.530028911221637,15.52210411992534
8,583,659,600,1.0333006194720877,2.5620172959723404,6.384209600016013
8,583,638,616,1.1599595122219386,2.536011041082155,4.137396127325302
8,587,667,598,1.0544483865807772,2.6454812745527394,9.201744501599535
8,588,676,621,0.9786977594266414,3.1168046560435694,4.407839420684769
8,591,675,622,1.0066190069461254,2.6261243754042733,13.562600981403955
8,592,680,581,1.043007534083293,2.5513129242148507,7.381546479242232
8,592,736,620,0.9771237365090362,2.5648179496764376,4.3975247857289865
8,597,689,594,1.1122924616417855,2.3633778210614698,5.075011153181131
8,598,694,593,0.9849216581691231,3.266924684103484,29.424240347546498
8,599,727,615,1.0359238350565183,2.5680558178005075,5.8903917215943595
8,601,697,585,1.0657782269072873,2.3796541630800156,5.915114745255051
8,601,683,595,0.959331162306106,2.804302045983981,17.569498086548865
8,601,701,617,1.010316818284466,2.7350334144876824,10.941453737439867
8,602,702,581,0.9708484392039997,2.8976221330341545,13.283299456263055
8,603,699,593,1.0506989205393757,2.5321347239219056,7.6997129813269005
8,604,704,580,0.9669652085893937,3.0691816992188605,27.164174864946563
8,605,709,580,1.0149687990398282,2.741465801744134,16.994579316455326
8,606,710,612,1.1136217795424166,2.5523292903195403,1.9950875251081248
8,607,707,584,1.0977890570177813,2.3890837016826385,8.524396447078875
8,612,625,595,0.9819733692421434,2.722362417163287,17.483432808029676
8,614,678,590,1.1248030898022967,2.458474717697645,3.104220540120906
8,614,726,610,1.0420801191334101,2.510382744041831,2.685274526846928
8,615,723,620,0.9959367331474919,2.6384768509911405,25.044207804641463
8,618,730,602,1.006527878422916,2.497030483064364,8.364139425595164
8,618,636,605,1.0410842070849176,2.6670094669029734,2.9398779527555403
8,619,637,598,1.0023978437674372,2.5995847603769313,0.6584992515866654
9,576,652,580,0.9833859283305567,2.873136091340286,9.205666192953428
9,577,692,589,1.0232103730209916,2.5098580779632447,4.826442658402972
9,579,739,623,1.0544756754670956,2.5246242013857825,1.6474434221266663
9,581,657,576,0.9815319910988575,2.798541409974706,5.194986264574729
9,583,659,600,1.0628591498960756,2.546031625170125,10.655907703499821
9,583,638,616,1.0520959445348852,2.483095864511672,10.261100185672728
9,586,670,585,0.9978773589841332,2.8511263481785933,3.5925113739054986
9,587,671,588,1.050996870859058,2.452268477182204,8.807525571213349
9,587,737,598,1.0280589033072611,2.644975269962475,7.915037163947973
9,588,676,621,0.9862938627776202,3.216117184234665,17.31354937701453
9,591,675,622,1.0231010079097587,2.5523242790559135,14.090188397278045
9,592,680,581,1.134414244320867,2.593779472511159,8.244983004064883
9,593,699,603,1.085495662905104,2.51482008570608,5.907280176134497
9,597,689,594,1.1522163436588722,2.436208299702292,3.219949880445778
9,601,697,585,1.0404694540435133,2.651711869930684,8.71423871640851
9,601,683,595,1.0661448437725767,2.456799061513493,3.9152715399641957
9,602,698,599,0.9458878810423297,3.0794524141072728,16.601334793168657
9,604,704,580,0.9732671983266586,2.6824797364922053,17.000195549859786
9,605,705,576,1.0406378393030156,2.7838351635559504,1.994487743696662
9,606,710,612,1.0393077121910266,2.473281557779564,4.254037037652788
9,607,707,584,1.0910609334722936,2.5333196163553815,3.118072490590687
9,613,673,586,1.0844012190153551,2.638768284037314,6.872503336829326
9,614,678,590,1.0698831840180896,2.416599880546172,8.529193470173546
9,614,726,610,1.0253959539243687,2.517343617460883,22.16131917419812
9,615,727,599,1.0291554810171037,2.57975367267724,12.955653786903433
9,615,626,620,1.097332397583535,2.4455536283170876,12.093295003839637
9,618,730,602,1.0299075590290991,2.7421111124755297,4.3674855267832005
9,618,636,605,1.065834865136178,2.4989248597717557,2.8209329672725043
9,619,637,598,1.006916914250152,2.7685480403679867,9.016873667090826
10,576,648,604,1.0038646783178264,2.7143167454399757,12.24975937392412
10,579,739,623,1.015519057594333,3.225723680306532,4.993855787574297
10,580,656,576,0.9958022539092902,2.5396907612782518,7.955062222794619
10,580,677,589,1.0801161673572646,2.537450658501067,6.309653344696168
10,583,659,600,1.118460575110381,2.4409807693333603,2.1604657399828646
10,583,638,616,1.0530183634292198,2.472893561673339,4.8209206325966445
10,585,665,623,0.976834441063536,2.747277580348191,6.618144962893704
10,586,666,589,0.9898782063056758,2.793604597687979,9.02626955408897
10,587,737,598,0.995264945810085,2.8321021984096526,4.225245233187551
10,588,671,587,0.9961169784298094,2.553465567413226,4.207654862448679
10,588,676,621,1.0763180747620074,2.4513645658214225,2.7109810770261538
10,589,692,577,1.0229035503216,2.6122462883714053,9.265215691234399
10,591,675,622,1.121409006286874,2.4238261577796028,6.644687057266865
10,592,680,581,1.0539855240370737,2.399054215742502,7.277969363343037
10,592,736,620,1.0073304406196109,2.633100508930983,13.162350038734852
10,597,689,594,1.0641233758719129,2.4552756509396927,2.152624776328935
10,601,697,585,1.1125074916665307,2.463807847878931,4.7668375804565875
10,601,683,595,1.0381625576746998,2.5739050117173847,9.487334365396237
10,602,702,599,1.0433955316678643,2.6084477220650624,4.311350198426729
10,603,699,593,1.1630119057809403,2.470680657455841,7.08729397955004
10,606,710,612,1.043679740795782,2.6447652813355056,2.284698786282586
10,607,707,584,0.9902036758657417,2.566219689989307,7.013356495452205
10,613,673,586,1.009326265631277,2.574920318589817,9.618167316774542
10,614,678,590,1.047958524514721,2.392870530412403,2.378635587197515
10,614,726,610,1.007846047537926,2.442942571049451,14.638804097615894
10,615,723,611,1.069837707052515,2.5604733203214525,7.807642855026366
10,618,730,602,1.1513174666813497,2.418232101254049,10.357656130172911
10,618,636,605,1.1403288188421596,2.4166564898485077,9.937455142415349
10,619,637,598,0.9885724188407782,2.6264097465639886,10.62672648969881
